projects_completed,tenure_months,portfolio_strength,on_time_delivery_percent,avg_client_rating,rating_trajectory,dispute_rate,project_category,project_success_score,project_price_inr
34,38,0.72,0.89,4.28,0.1,0.103,UI/UX Design,52.44,338150
50,53,0.91,0.84,4.51,-0.16,0.051,Mobile Development,58.67,431341
23,17,0.89,0.79,3.89,0.03,0.134,UI/UX Design,37.47,239455
48,56,0.62,0.9,4.26,-0.03,0.089,UI/UX Design,56.47,337207
25,27,0.58,0.74,3.94,0.1,0.126,Graphic Design,29.41,197833
50,60,0.69,0.88,4.39,0.13,0.097,Web Development,58.07,346178
20,27,0.94,0.85,4.02,0.19,0.097,UI/UX Design,51.82,261104
48,51,0.55,0.78,3.83,0.12,0.127,Web Development,33.74,276304
25,35,0.77,0.99,4.71,0.08,0.069,Graphic Design,74.09,302718
34,43,0.54,0.78,3.91,0.05,0.131,UI/UX Design,31.11,200759
28,43,0.74,0.8,3.76,0.22,0.13,Web Development,32.16,229998
45,50,0.56,0.94,4.37,-0.02,0.098,Mobile Development,62.18,286412
48,56,0.54,0.72,3.54,0.06,0.15,Web Development,17.21,261553
46,59,0.6,0.72,3.5,0.1,0.15,UI/UX Design,18.47,243427
10,13,0.63,0.77,3.97,0.29,0.095,Web Development,31.13,150333
35,32,0.64,0.87,4.07,0.3,0.104,Graphic Design,51.19,237685
28,32,0.82,0.82,4.39,0.14,0.076,Web Development,54.02,298894
30,39,0.53,0.86,4.17,0.23,0.088,Mobile Development,45.74,234261
34,26,0.54,0.73,3.64,0.22,0.15,Web Development,22.32,179085
27,35,0.59,0.76,3.83,0.12,0.141,Mobile Development,22.36,178677
39,38,0.94,0.89,4.3,0.1,0.079,Web Development,58.24,361782
23,33,0.81,0.77,3.99,0.22,0.108,Graphic Design,42.75,236705
42,52,0.87,0.84,4.12,0.04,0.11,Graphic Design,51.23,352493
36,38,0.69,0.87,4.14,0.09,0.112,Web Development,51.67,270292
12,10,0.61,0.98,4.5,0.03,0.054,UI/UX Design,60.16,191572
45,53,0.52,0.7,3.56,0.1,0.145,UI/UX Design,16.58,234028
20,24,0.74,0.84,4.23,0.09,0.108,Mobile Development,50.2,241799
5,9,0.79,0.82,3.84,0.15,0.129,Mobile Development,34.67,181554
42,40,0.95,0.97,4.6,0.09,0.064,UI/UX Design,82.24,406883
43,54,0.94,0.99,4.9,0.12,0.047,Mobile Development,92.06,427104
22,22,0.71,0.97,4.54,0.16,0.074,UI/UX Design,65.72,285832
45,49,0.71,0.81,3.84,0.24,0.14,Web Development,45.16,301573
31,33,0.58,0.77,3.8,0.14,0.143,Mobile Development,31.29,202266
27,35,0.63,0.82,4.23,0.09,0.088,Web Development,43.6,234404
36,34,0.96,0.82,4.18,0.13,0.077,UI/UX Design,58.24,346232
45,51,0.57,0.9,4.55,0.11,0.059,Mobile Development,58.88,287923
49,58,0.98,0.79,3.73,0.02,0.12,Mobile Development,46.03,390709
14,11,0.75,0.9,4.26,0.16,0.075,Mobile Development,53.96,236087
43,40,0.73,0.98,4.67,0.06,0.072,Mobile Development,71.54,353578
35,46,0.59,0.77,3.75,0.07,0.139,Web Development,23.24,194296
38,42,0.83,0.91,4.3,0.13,0.067,Mobile Development,66.98,333312
24,29,0.73,0.74,3.75,0.17,0.147,Mobile Development,25.77,188730
20,34,0.69,0.73,3.5,0.03,0.15,Graphic Design,16.9,178946
35,54,0.63,0.72,3.62,0.21,0.15,Mobile Development,24.87,198211
38,51,0.53,0.72,3.84,0.21,0.136,Mobile Development,30.19,233550
45,58,0.76,0.77,3.8,0.14,0.109,Graphic Design,36.96,293299
42,36,0.66,0.86,4.07,0.21,0.11,UI/UX Design,46.62,302970
38,40,0.85,0.94,4.35,0.02,0.065,Web Development,63.75,361747
37,38,0.86,0.75,3.77,0.06,0.137,UI/UX Design,37.11,323564
44,57,0.67,0.95,4.86,-0.05,0.029,Graphic Design,75.43,354778
24,26,0.83,0.96,4.66,0.12,0.074,Graphic Design,75.04,301986
44,37,0.63,0.91,4.34,-0.19,0.1,Web Development,50.04,306917
19,28,0.86,0.84,3.99,0.22,0.115,Mobile Development,43.25,282794
35,38,0.51,0.7,3.5,0.22,0.15,Mobile Development,12.73,160687
19,8,0.58,0.9,4.42,-0.12,0.091,UI/UX Design,46.86,208374
27,23,0.62,0.95,4.35,-0.05,0.078,Graphic Design,54.29,250145
36,30,0.89,0.81,4.13,0.28,0.103,Web Development,55.13,330161
41,47,0.53,0.89,4.43,0.14,0.062,Graphic Design,55.58,303696
35,36,0.59,0.7,3.5,0.07,0.15,Mobile Development,13.31,194808
49,59,0.68,0.91,4.49,-0.14,0.088,Graphic Design,60.39,379628
13,8,0.5,0.7,3.53,0.29,0.147,Web Development,11.17,109753
34,45,0.88,0.89,4.42,-0.11,0.079,Graphic Design,60.56,354408
47,51,0.78,0.88,4.42,-0.2,0.074,Web Development,58.51,371556
28,29,0.95,0.81,3.94,0.11,0.095,Web Development,45.65,311791
46,55,0.52,0.7,3.5,0.11,0.139,Web Development,20.07,235980
41,37,0.64,0.97,5.0,-0.0,0.014,UI/UX Design,78.67,356597
42,52,0.87,0.87,4.21,-0.2,0.086,Mobile Development,49.9,372384
31,27,0.84,0.88,4.23,0.19,0.081,Mobile Development,58.43,312910
32,28,0.62,0.87,4.31,0.13,0.096,Mobile Development,59.17,264308
14,7,0.8,0.97,4.65,0.19,0.058,Web Development,76.97,221538
24,32,0.9,0.73,3.5,0.14,0.15,Web Development,24.67,246262
42,47,0.52,0.94,4.38,0.04,0.085,Graphic Design,51.78,283771
20,7,0.86,0.78,3.73,0.11,0.138,Web Development,35.18,227408
19,31,0.63,0.71,3.6,0.13,0.15,Web Development,15.6,138485
20,22,0.97,0.92,4.35,0.11,0.096,UI/UX Design,66.59,291904
44,45,0.77,1.0,4.92,0.03,0.019,Web Development,80.17,392121
32,38,0.52,0.7,3.5,0.13,0.15,Web Development,15.8,148392
19,14,0.7,0.82,4.02,0.02,0.105,Web Development,42.08,226203
48,48,0.98,0.88,4.3,-0.15,0.09,Web Development,55.68,411237
50,59,0.87,0.79,3.72,0.02,0.147,Graphic Design,37.83,339991
47,53,0.65,0.98,4.93,0.13,0.016,UI/UX Design,81.92,395283
38,44,0.79,0.9,4.4,-0.16,0.059,Web Development,56.81,361245
31,34,0.8,0.96,4.59,-0.11,0.045,Mobile Development,66.61,339430
50,47,0.51,0.8,3.86,0.04,0.136,Web Development,35.63,293770
49,60,0.59,0.79,3.81,0.29,0.119,UI/UX Design,38.23,295203
26,31,0.78,0.87,4.06,0.12,0.1,Web Development,47.68,273265
40,40,0.7,0.83,3.85,0.19,0.116,Mobile Development,48.66,286900
42,55,0.6,0.9,4.16,0.0,0.086,Graphic Design,50.15,294012
24,30,0.89,0.79,4.06,0.11,0.086,Web Development,40.54,267201
23,29,0.74,0.83,3.97,0.11,0.129,UI/UX Design,36.19,217977
17,18,0.65,0.96,4.46,0.02,0.062,Web Development,60.89,227057
12,12,0.58,0.91,4.6,-0.01,0.078,UI/UX Design,49.59,225889
39,41,0.81,0.76,3.75,0.21,0.148,Web Development,38.2,279807
40,50,0.83,0.97,4.51,0.0,0.072,Web Development,72.4,365093
27,25,0.83,0.89,4.39,-0.01,0.074,Graphic Design,49.49,296465
13,6,0.61,0.89,4.54,-0.02,0.077,Graphic Design,51.15,207714
11,13,0.8,0.79,4.0,0.0,0.091,Web Development,36.51,205546
47,51,0.95,0.85,4.18,0.1,0.113,UI/UX Design,58.69,393571
25,21,0.68,0.93,4.59,0.17,0.059,Mobile Development,63.48,284546
10,19,0.61,0.78,4.05,0.17,0.099,Graphic Design,28.09,152590
19,17,0.89,0.76,4.03,0.27,0.092,Web Development,42.1,245198
44,56,0.59,0.8,3.78,0.2,0.146,UI/UX Design,27.78,275972
32,28,0.63,0.71,3.54,0.01,0.15,Web Development,14.27,199150
17,20,0.55,0.9,4.44,0.09,0.084,Web Development,47.13,233304
23,33,0.63,0.73,3.67,0.08,0.15,Graphic Design,25.4,192802
34,39,0.71,0.78,3.93,0.03,0.134,UI/UX Design,33.66,261404
5,7,0.53,0.94,4.88,-0.09,0.03,Web Development,55.03,179181
36,37,0.94,0.88,4.24,-0.09,0.102,Graphic Design,57.29,382439
21,28,0.76,0.8,3.71,0.01,0.144,UI/UX Design,35.38,192665
25,27,0.79,0.87,4.51,-0.08,0.072,UI/UX Design,61.85,280129
50,56,0.69,0.76,4.02,0.1,0.094,Web Development,34.93,325098
32,30,0.83,0.72,3.65,0.19,0.15,Web Development,31.51,231682
27,27,0.72,0.88,4.2,0.08,0.087,UI/UX Design,47.87,262816
24,27,0.88,0.93,4.61,-0.09,0.064,UI/UX Design,67.13,330833
47,54,0.91,0.98,4.72,0.02,0.033,Graphic Design,78.25,421617
50,57,0.84,0.94,4.49,-0.0,0.068,Mobile Development,68.1,421350
35,47,0.75,0.98,4.6,0.05,0.067,UI/UX Design,74.95,347837
17,11,0.89,1.0,4.8,0.06,0.041,Web Development,76.27,296923
14,20,0.75,0.92,4.55,-0.05,0.065,UI/UX Design,58.52,262058
50,59,0.56,0.94,4.57,-0.15,0.052,Web Development,64.65,354300
35,48,0.56,0.88,4.43,-0.13,0.07,Mobile Development,48.73,271111
46,42,0.97,0.77,3.79,0.11,0.136,UI/UX Design,42.98,356396
37,38,0.61,0.74,3.61,0.23,0.15,Web Development,26.56,209749
6,13,0.91,0.75,3.77,0.29,0.127,Web Development,36.91,195808
48,58,0.62,0.97,4.68,0.17,0.063,Web Development,71.07,351251
39,49,0.72,0.9,4.58,-0.08,0.082,Graphic Design,59.85,366288
38,49,0.83,0.94,4.51,-0.16,0.08,Web Development,66.7,372439
13,10,0.58,0.78,3.78,0.24,0.108,Mobile Development,33.91,158087
33,44,0.87,0.85,4.12,0.23,0.117,Web Development,55.49,309203
15,9,0.84,0.72,3.53,0.07,0.15,UI/UX Design,20.89,178300
16,11,0.77,0.97,4.57,0.02,0.055,Mobile Development,60.0,250011
44,50,0.78,0.96,4.38,0.17,0.067,Web Development,70.65,370130
32,37,0.55,0.92,4.26,-0.12,0.105,Mobile Development,43.94,255064
50,57,0.72,0.71,3.54,0.03,0.15,UI/UX Design,23.39,289677
35,35,0.54,0.73,3.5,0.3,0.139,Mobile Development,20.23,170726
46,52,0.65,0.79,3.98,0.05,0.12,Graphic Design,37.84,291592
28,40,0.95,0.8,3.98,0.15,0.115,Graphic Design,48.56,338526
46,60,0.79,0.96,4.51,-0.07,0.062,Mobile Development,69.41,388784
37,45,0.87,0.77,3.8,0.13,0.128,Web Development,39.85,351136
40,57,0.79,0.86,4.18,0.29,0.097,Web Development,58.36,324839
21,21,0.6,0.86,3.91,0.19,0.118,Web Development,38.4,167577
25,18,0.8,0.83,4.14,0.09,0.1,Web Development,47.01,254159
50,55,0.88,0.78,3.78,0.19,0.108,UI/UX Design,49.66,373241
43,47,0.57,0.97,4.52,-0.19,0.059,UI/UX Design,57.66,321232
34,35,0.91,0.84,4.21,-0.17,0.091,Graphic Design,47.33,360696
34,24,0.78,0.92,4.49,-0.15,0.056,Mobile Development,58.92,316663
25,22,0.5,0.73,3.77,0.18,0.138,UI/UX Design,17.06,145336
27,24,0.76,0.95,4.56,0.19,0.079,Graphic Design,70.82,289190
22,33,0.7,0.76,3.79,0.29,0.139,Web Development,28.1,194089
50,60,0.65,0.89,4.45,-0.14,0.072,Graphic Design,58.05,358031
30,31,0.89,0.87,4.47,0.04,0.08,UI/UX Design,58.14,344527
36,42,0.95,0.76,3.73,0.14,0.115,Mobile Development,45.0,306388
26,31,0.88,0.72,3.63,0.23,0.128,UI/UX Design,32.89,271575
45,58,0.92,1.0,4.87,0.08,0.022,Mobile Development,84.77,447741
32,28,0.95,0.76,3.84,0.18,0.142,Mobile Development,37.98,328451
15,14,0.96,0.93,4.43,0.09,0.079,Web Development,69.19,266147
15,17,0.56,0.88,4.25,0.13,0.077,Mobile Development,43.43,165368
44,58,0.73,0.8,4.02,0.2,0.117,Mobile Development,49.26,351249
10,6,0.5,0.73,3.66,0.05,0.137,Web Development,14.64,84937
7,6,0.75,0.75,4.02,0.06,0.106,Graphic Design,30.65,163724
41,52,0.96,0.9,4.31,0.18,0.102,Mobile Development,73.18,402861
27,39,0.6,0.85,4.03,0.22,0.116,UI/UX Design,50.07,211366
37,37,0.82,0.97,4.74,-0.17,0.058,UI/UX Design,69.42,401759
48,59,0.82,0.9,4.22,0.09,0.076,Graphic Design,61.64,354003
39,53,0.58,0.93,4.42,-0.1,0.06,Graphic Design,58.34,268576
26,30,0.62,0.7,3.51,0.13,0.15,UI/UX Design,21.09,146993
41,45,0.73,0.9,4.36,-0.12,0.068,Mobile Development,57.8,344285
42,50,0.59,0.75,3.73,0.26,0.13,Mobile Development,31.47,237531
49,58,0.79,0.78,3.76,0.09,0.132,Web Development,34.97,329921
9,6,0.74,0.92,4.49,0.19,0.066,Graphic Design,60.52,221505
14,21,0.76,0.94,4.86,0.14,0.024,Mobile Development,74.02,295073
42,44,0.57,0.79,4.03,0.25,0.117,Graphic Design,40.03,287623
5,10,0.76,0.94,4.25,0.02,0.105,Mobile Development,51.43,209032
27,27,0.52,0.81,3.92,0.1,0.103,Graphic Design,34.68,180671
33,34,0.94,0.98,4.78,0.1,0.062,UI/UX Design,77.74,398912
48,60,0.67,0.7,3.5,0.3,0.15,UI/UX Design,25.08,295061
12,8,0.93,0.74,3.5,0.17,0.15,Mobile Development,27.88,215340
16,17,0.85,0.94,4.44,0.18,0.078,Web Development,65.33,269664
30,31,0.88,0.9,4.25,0.14,0.096,Graphic Design,61.9,337452
25,21,0.66,0.86,4.43,-0.12,0.076,UI/UX Design,46.17,242837
43,56,0.61,0.87,4.29,-0.15,0.1,Graphic Design,41.56,278584
39,42,0.7,0.97,4.67,0.13,0.056,Mobile Development,66.41,321890
33,27,0.51,0.87,4.2,-0.18,0.096,Web Development,42.07,218157
31,34,0.96,0.92,4.5,0.2,0.051,Web Development,71.71,366503
16,19,0.69,0.92,4.49,-0.01,0.058,Mobile Development,57.05,247987
41,33,0.99,0.98,4.8,0.17,0.062,UI/UX Design,86.19,466006
12,10,0.88,0.79,3.95,0.07,0.099,Web Development,41.14,199674
45,52,0.54,0.86,4.37,0.08,0.097,Web Development,47.79,301027
46,54,0.83,0.88,4.3,-0.12,0.092,Web Development,58.88,391051
33,35,0.64,0.73,3.74,0.18,0.147,Graphic Design,31.89,230509
41,51,0.62,0.84,4.17,0.19,0.109,Graphic Design,56.27,265980
48,57,0.63,0.71,3.57,0.06,0.15,UI/UX Design,17.47,261135
17,10,0.96,0.78,3.77,0.04,0.129,Mobile Development,38.37,230733
15,17,0.75,0.97,4.68,-0.17,0.069,Graphic Design,65.99,268134
18,21,0.83,0.74,3.68,0.27,0.134,Web Development,29.82,230032
26,31,0.64,0.86,4.37,-0.03,0.062,UI/UX Design,45.52,227060
22,31,0.76,0.8,3.96,0.23,0.119,Graphic Design,38.11,232525
41,53,0.68,0.86,4.05,0.27,0.115,UI/UX Design,52.69,297738
20,26,0.66,0.76,3.53,0.18,0.131,Web Development,29.21,177205
37,44,0.62,0.82,3.85,0.13,0.134,UI/UX Design,29.51,255426
39,41,0.7,0.96,4.5,0.08,0.053,Web Development,65.03,339588
40,38,0.83,0.82,4.09,0.1,0.1,UI/UX Design,48.29,321291
31,35,0.61,0.79,3.81,0.1,0.125,Mobile Development,32.29,223621
38,42,0.98,0.86,4.36,0.09,0.062,UI/UX Design,63.76,377338
27,28,0.56,0.71,3.5,0.23,0.133,Mobile Development,19.52,155358
5,15,0.74,0.82,4.1,0.21,0.1,Mobile Development,37.56,183441
43,59,0.54,0.7,3.5,0.26,0.142,Web Development,18.81,213619
16,10,0.51,0.83,3.88,0.01,0.132,UI/UX Design,27.91,130876
40,41,0.96,0.98,4.54,0.16,0.063,Graphic Design,82.42,418401
38,39,0.91,0.88,4.13,0.06,0.083,Mobile Development,54.8,318284
46,57,0.85,0.89,4.24,0.04,0.077,Web Development,61.32,400937
22,36,0.93,0.73,3.74,0.12,0.138,Graphic Design,30.01,242438
11,15,0.9,0.97,4.79,-0.17,0.065,UI/UX Design,63.45,283524
18,24,0.82,0.82,3.88,0.11,0.134,Mobile Development,38.8,201195
35,37,0.92,1.0,4.77,-0.14,0.034,UI/UX Design,79.05,409628
7,6,0.7,0.73,3.7,0.21,0.115,UI/UX Design,22.42,108893
20,10,0.78,0.99,4.71,-0.08,0.034,Graphic Design,69.65,302589
49,50,0.89,0.9,4.62,0.12,0.063,Web Development,68.87,422307
20,9,0.54,0.7,3.56,0.25,0.145,Web Development,22.74,129636
16,21,0.93,1.0,4.67,-0.09,0.037,Graphic Design,73.37,313753
29,29,0.58,0.7,3.5,0.04,0.132,Web Development,16.76,147511
18,21,0.93,0.94,4.38,-0.11,0.099,UI/UX Design,58.81,299463
50,60,0.66,0.96,4.51,0.1,0.088,Graphic Design,68.8,350732
6,7,0.66,0.74,3.69,0.22,0.12,Mobile Development,25.46,122840
50,54,0.54,0.78,3.82,0.13,0.111,Graphic Design,35.9,266129
25,33,0.94,0.89,4.24,0.03,0.107,Graphic Design,56.87,322435
23,37,0.59,0.89,4.4,0.11,0.078,Graphic Design,51.74,214285
39,32,0.82,0.97,4.71,-0.17,0.071,UI/UX Design,69.08,375002
25,25,0.82,0.94,4.28,-0.18,0.088,Graphic Design,51.84,296775
21,29,0.64,0.8,3.73,0.21,0.134,UI/UX Design,33.68,193685
16,17,0.99,0.97,4.53,0.19,0.057,Web Development,75.51,312584
43,55,0.53,0.97,4.54,-0.09,0.082,UI/UX Design,61.25,310175
35,40,0.8,0.77,3.72,0.13,0.145,Mobile Development,30.44,253166
37,38,0.74,0.72,3.53,0.05,0.141,Web Development,24.8,237469
36,38,0.62,0.82,4.05,0.11,0.11,Graphic Design,42.03,237428
48,56,0.58,0.95,4.4,0.12,0.071,UI/UX Design,65.79,323300
41,48,0.87,0.76,3.63,0.13,0.138,Mobile Development,37.79,313018
41,42,0.96,0.99,4.5,-0.17,0.084,Graphic Design,72.24,416100
8,17,0.55,0.98,4.57,0.11,0.061,UI/UX Design,58.13,193452
7,8,0.6,0.7,3.5,0.22,0.15,Web Development,12.58,71808
5,6,0.99,0.87,4.11,0.06,0.119,UI/UX Design,47.35,213327
38,38,0.51,0.77,3.67,0.11,0.133,Mobile Development,24.43,190402
35,45,0.75,0.82,3.94,0.22,0.13,UI/UX Design,45.82,276754
9,15,0.76,0.84,4.13,0.2,0.092,Mobile Development,40.56,165211
43,48,0.63,0.91,4.27,-0.1,0.068,UI/UX Design,54.05,291812
37,49,0.83,0.89,4.46,0.04,0.057,Mobile Development,62.3,348987
28,34,0.97,1.0,4.67,-0.19,0.066,UI/UX Design,70.11,394853
30,18,0.73,0.8,3.86,0.01,0.105,UI/UX Design,34.71,253581
21,17,0.87,0.87,4.43,-0.18,0.093,UI/UX Design,50.1,322872
30,36,0.82,0.95,4.68,0.03,0.071,Mobile Development,71.54,325110
42,51,0.74,0.81,3.96,0.29,0.114,Graphic Design,48.71,308780
14,7,0.52,0.82,4.06,0.3,0.108,UI/UX Design,35.72,144369
50,56,0.87,0.92,4.25,0.19,0.098,UI/UX Design,65.84,368438
46,55,0.68,0.95,4.86,0.06,0.05,Web Development,74.57,373498
35,40,0.61,0.81,3.8,0.18,0.126,UI/UX Design,40.64,224108
18,28,0.97,0.88,4.32,0.01,0.077,UI/UX Design,57.27,317461
13,22,0.89,1.0,4.97,-0.2,0.049,Graphic Design,73.38,303873
27,31,0.98,0.74,3.69,0.16,0.116,Mobile Development,32.91,290859
11,13,0.63,0.82,4.02,0.24,0.102,Web Development,38.63,141760
33,34,0.92,0.91,4.57,0.12,0.071,Web Development,66.44,390799
29,31,0.8,0.71,3.63,0.03,0.15,Web Development,26.88,232453
12,15,0.99,0.9,4.31,-0.1,0.068,Graphic Design,52.65,277778
29,31,0.97,0.74,3.9,0.09,0.124,Web Development,34.31,310959
32,39,0.99,0.98,4.61,0.07,0.061,Mobile Development,80.57,363343
50,56,0.98,0.96,4.89,-0.05,0.046,UI/UX Design,83.69,479317
41,46,0.5,0.7,3.59,0.26,0.136,UI/UX Design,22.6,210246
6,12,0.87,0.73,3.56,0.21,0.15,Mobile Development,25.18,153237
20,9,0.64,0.91,4.28,0.17,0.075,Mobile Development,56.4,211138
45,58,0.85,0.82,4.05,0.28,0.117,Mobile Development,54.94,330138
41,55,0.99,0.9,4.26,0.07,0.099,Graphic Design,65.41,390940
50,50,0.52,0.76,3.77,0.25,0.146,UI/UX Design,34.26,269408
18,16,0.78,0.76,3.85,0.24,0.109,Graphic Design,33.07,231404
34,34,0.87,0.8,4.07,0.01,0.113,UI/UX Design,40.65,300821
39,41,0.63,0.76,3.98,0.08,0.105,Mobile Development,35.73,285703
26,30,0.61,0.82,3.87,0.14,0.112,Web Development,35.78,228054
21,26,0.53,0.9,4.41,-0.01,0.073,Mobile Development,46.33,204026
33,41,0.55,0.85,3.92,0.02,0.108,Mobile Development,40.89,200470
24,15,0.83,0.89,4.33,-0.09,0.074,Graphic Design,59.91,289821
37,42,0.75,0.84,3.88,0.19,0.13,Web Development,37.87,284229
22,14,0.52,0.77,4.14,0.2,0.107,Graphic Design,27.31,178348
26,29,0.98,0.77,3.98,0.05,0.096,Web Development,44.04,268989
31,40,0.83,0.81,3.76,0.28,0.131,Web Development,36.38,266887
38,54,0.76,0.9,4.27,0.2,0.081,Web Development,64.73,326019
38,40,0.64,0.91,4.51,-0.12,0.088,Mobile Development,58.2,321358
50,53,0.83,0.85,4.18,0.19,0.093,Graphic Design,58.39,408295
31,41,0.68,0.89,4.31,-0.12,0.067,Mobile Development,50.32,254268
24,23,0.85,0.77,3.86,0.01,0.115,UI/UX Design,33.72,268937
38,54,0.84,0.97,4.79,-0.04,0.04,Graphic Design,73.21,381178
35,44,0.55,0.94,4.84,-0.1,0.023,UI/UX Design,61.15,289162
34,37,0.95,0.82,3.84,0.05,0.123,Mobile Development,47.09,329550
18,29,0.74,0.86,4.18,0.27,0.112,UI/UX Design,52.63,246075
25,28,0.7,0.88,4.0,0.08,0.122,UI/UX Design,46.05,231257
28,37,0.98,0.86,4.21,-0.02,0.101,UI/UX Design,59.79,328875
39,42,0.72,0.97,4.92,0.13,0.03,Graphic Design,78.29,367717
16,17,0.86,0.93,4.58,0.07,0.053,Web Development,68.23,321928
50,54,0.83,0.91,4.52,0.04,0.062,Web Development,70.81,405631
48,60,0.58,0.84,4.13,0.22,0.084,Graphic Design,47.37,312056
11,18,1.0,0.75,3.61,0.2,0.125,Web Development,32.35,215502
18,28,0.73,0.73,3.5,0.09,0.15,Mobile Development,19.55,165379
17,30,0.7,0.78,4.08,0.19,0.116,Graphic Design,35.29,222742
38,40,0.96,0.78,3.8,0.2,0.11,Graphic Design,46.6,361043
50,46,0.76,0.99,4.72,0.17,0.046,Web Development,80.82,402946
33,35,0.85,0.83,3.78,0.28,0.112,Graphic Design,44.54,273569
29,22,0.92,0.98,4.62,0.02,0.053,UI/UX Design,75.88,364398
50,54,0.62,0.93,4.53,-0.02,0.081,Graphic Design,62.42,347039
21,25,0.58,0.93,4.54,-0.07,0.049,Graphic Design,53.86,204603
50,53,0.53,0.74,3.93,0.21,0.122,Graphic Design,35.06,257741
25,30,0.95,0.85,4.13,0.06,0.082,Mobile Development,55.25,311738
22,27,0.6,0.78,3.83,0.09,0.12,Mobile Development,25.04,175686
17,18,0.65,0.98,4.95,-0.04,0.033,UI/UX Design,67.22,239575
22,24,0.64,0.95,4.77,-0.01,0.045,UI/UX Design,57.71,267374
48,54,0.65,0.77,3.57,0.1,0.15,Web Development,35.85,281919
32,41,0.83,0.8,4.16,0.13,0.116,UI/UX Design,42.01,319368
22,17,0.98,0.88,4.05,0.29,0.097,Graphic Design,64.99,289085
43,46,0.66,0.78,3.9,0.09,0.123,Web Development,36.81,290176
24,24,0.7,0.94,4.66,0.04,0.051,Mobile Development,60.84,265080
27,17,0.89,0.96,4.65,-0.03,0.078,Web Development,72.25,358354
21,14,0.72,0.91,4.37,-0.1,0.098,Mobile Development,51.24,248054
19,12,0.96,0.93,4.42,0.06,0.06,Graphic Design,69.92,324406
30,33,0.75,0.86,3.84,0.0,0.142,Graphic Design,42.48,253696
21,19,0.67,0.8,3.94,0.18,0.124,Mobile Development,39.92,211813
34,36,0.99,0.97,4.7,-0.17,0.074,Web Development,72.24,433624
47,57,0.71,0.95,4.83,0.08,0.055,Mobile Development,75.44,422056
21,24,0.62,0.7,3.5,0.27,0.135,UI/UX Design,23.16,125056
31,52,0.59,0.8,3.87,0.07,0.13,Graphic Design,30.42,206164
24,21,1.0,0.73,3.56,0.12,0.15,Mobile Development,32.42,287378
50,58,0.88,0.96,4.52,-0.0,0.055,Web Development,72.32,411016
6,10,0.7,0.75,3.64,0.02,0.149,Mobile Development,20.92,152471
38,40,0.91,0.92,4.29,-0.09,0.094,Web Development,60.08,366889
14,17,0.77,0.81,4.07,0.12,0.124,Graphic Design,40.11,197488
25,30,0.66,0.94,4.58,0.13,0.068,Web Development,67.12,272368
50,57,0.87,0.87,4.0,0.11,0.107,Graphic Design,55.12,365180
19,26,0.87,0.81,3.99,0.12,0.129,Graphic Design,43.19,246794
30,41,0.75,0.8,4.09,0.13,0.108,Web Development,45.84,274327
50,58,0.52,0.78,3.99,0.28,0.105,Mobile Development,39.33,270390
25,28,0.54,0.92,4.28,-0.19,0.069,UI/UX Design,43.8,212423
26,21,0.89,0.93,4.69,-0.15,0.065,Mobile Development,60.56,338036
30,44,0.91,0.81,3.91,0.18,0.102,Web Development,47.08,292010
34,50,0.84,0.86,4.18,0.27,0.113,Graphic Design,60.14,302048
43,58,0.92,0.74,3.62,0.06,0.15,Web Development,31.57,321748
37,47,0.86,0.96,4.44,-0.19,0.064,Mobile Development,63.49,371569
30,44,0.95,0.8,3.81,0.17,0.109,Web Development,43.39,303319
21,19,0.58,0.95,4.77,-0.04,0.052,Graphic Design,56.85,267719
34,36,0.69,0.87,4.44,0.05,0.063,Web Development,54.45,303247
8,10,0.73,0.87,4.33,0.16,0.085,Graphic Design,49.73,206748
30,40,0.65,0.74,3.63,0.04,0.136,Graphic Design,28.17,212044
22,28,0.86,0.73,3.91,0.23,0.129,Web Development,35.61,248995
24,34,0.96,0.89,4.46,0.19,0.094,Mobile Development,66.07,308848
26,48,0.71,0.84,4.07,0.1,0.103,Mobile Development,44.05,224619
16,16,0.97,0.76,3.5,0.21,0.15,UI/UX Design,34.56,252056
20,23,0.76,0.95,4.72,-0.17,0.046,UI/UX Design,58.12,299470
42,52,0.76,0.83,4.23,0.17,0.106,Mobile Development,52.94,323101
12,17,0.8,0.78,3.92,0.26,0.098,Graphic Design,39.26,227528
19,14,0.63,0.92,4.19,0.24,0.095,Web Development,55.59,191315
28,15,0.69,0.97,4.69,-0.19,0.042,Web Development,65.54,271624
37,49,0.78,0.79,4.24,-0.2,0.078,Web Development,41.2,323990
28,22,0.97,0.95,4.58,0.07,0.065,Graphic Design,72.49,368667
39,43,0.82,0.9,4.67,-0.01,0.048,Mobile Development,69.59,364618
14,12,0.67,0.99,4.86,0.0,0.04,Mobile Development,70.99,253561
41,51,0.51,0.74,3.67,0.28,0.129,Graphic Design,30.22,202913
18,18,0.99,1.0,5.0,-0.14,0.028,Graphic Design,80.49,371381
44,45,0.75,0.79,3.82,0.22,0.116,Mobile Development,40.97,297136
34,47,0.97,0.85,3.95,0.24,0.127,Web Development,59.74,356557
14,14,0.77,0.81,3.79,0.07,0.129,Web Development,31.19,196865
50,55,0.8,0.79,3.9,0.08,0.104,Web Development,46.65,371840
33,32,0.86,0.92,4.51,0.01,0.049,Mobile Development,69.12,355782
5,7,0.66,0.87,4.12,0.29,0.081,Web Development,49.54,127953
